file,workload,arrival_rate_rps,refinement_steps,policy,throughput_rps,throughput_speedup,p95_latency_ms,p95_latency_ratio,p95_first_wait_ms,p95_service_ms,p95_inter_iteration_delay_ms,gpu_busy_fraction,gpu_time_ratio,mean_batch_size,partial_dispatch_ratio,token_coupling_waste_ratio,attention_coupling_waste_ratio,slo_miss_rate
highvar_r2_s16_summary.json,highvar,2.0,16,coarse_canvas_queue,1.6392640280389168,1.296081775384386,6316.6705908536815,0.34501004933948565,3684.931499148341,5117.7124110399745,2066.837345919339,1.0,0.7786945251845633,3.5432525951557095,0.9480968858131488,0.294478527607362,0.39116262223831944,0.0
highvar_r2_s16_summary.json,highvar,2.0,16,exact_canvas_queue,1.725099073534807,1.3639471321869767,3942.461585468302,0.21533319595467773,2331.6890190416525,2359.7758954987503,1254.3851659575012,0.9727206746812884,0.7197640229653883,1.6897689768976898,1.0,0.0,0.0,0.0
highvar_r2_s16_summary.json,highvar,2.0,16,exact_canvas_queue_wait,1.7260100013656936,1.3646673559825997,3923.80051615419,0.21431394754648755,2349.168914899048,2358.633314569305,1252.8887449589092,0.970875035887657,0.7180191981853448,1.6981757877280266,1.0,0.0,0.0,0.0
highvar_r2_s16_summary.json,highvar,2.0,16,exact_canvas_queue_bounded,1.6999057635577608,1.3440280774378024,8988.235345800926,0.49092816785790155,1605.7270118566603,3592.2437681365377,5512.310268793954,0.9855220853405826,0.7400440051817186,1.4628571428571429,1.0,0.0,0.0,0.0
rare_r0p5_s16_summary.json,rare,0.5,16,arrival_dense,0.47286603682047174,1.0,1924.20756251464,1.0,53.54411481214428,1856.5339440479845,0.0,0.22600923751930024,1.0,1.1466965285554311,1.0,0.1843137254901961,0.3281797452866915,0.0
rare_r0p5_s16_summary.json,rare,0.5,16,coarse_canvas_queue,0.4742955780277428,1.0030231420655271,1862.4198942112355,0.9678892914116513,663.6280747859938,1218.910081865033,0.0,0.24654935451894702,1.087593808158995,1.1314917127071824,1.0,0.40131578947368424,0.5032894736842105,0.0
rare_r0p5_s16_summary.json,rare,0.5,16,exact_canvas_queue,0.4760479976881955,1.006729095811404,1140.8485322108372,0.5928926558837164,443.3681521995806,697.2790435582283,0.0,0.22123830023371555,0.9723475013581796,1.0940170940170941,1.0,0.0,0.0,0.0
rare_r0p5_s16_summary.json,rare,0.5,16,exact_canvas_queue_wait,0.47597674767169335,1.0065784188522777,1160.973188107635,0.6033513279567531,461.76859415256166,698.8980530528352,0.0,0.22060063785555722,0.969690093638168,1.0987124463519313,1.0,0.0,0.0,0.0
rare_r0p5_s16_summary.json,rare,0.5,16,exact_canvas_queue_bounded,0.47498540231489833,1.0044819575300377,944.4854457996537,0.4908438487609716,47.599633372781135,674.5005288466926,397.1921700387606,0.22344224016034608,0.9842307882575135,1.068893528183716,1.0,0.0,0.0,0.0
rare_r2_s16_summary.json,rare,2.0,16,arrival_dense,1.7549324614541084,1.0,3077.106128399593,1.0,113.33699887412713,2999.4172528313334,1.9326762412674596e-13,0.7228368663548562,1.0,1.8892988929889298,0.992619926199262,0.347085201793722,0.49946134084693794,0.0
rare_r2_s16_summary.json,rare,2.0,16,coarse_canvas_queue,1.7907788992906795,1.0204261067727183,2837.322865575286,0.9220750754706603,765.1808757834347,1994.9536207335768,1223.6736210470553,0.7798591770759077,1.057290503671672,1.9430740037950665,0.9848197343453511,0.40131578947368424,0.5032894736842105,0.0
rare_r2_s16_summary.json,rare,2.0,16,exact_canvas_queue,1.8222130590693892,1.038337998238139,1731.872612106999,0.5628251154950408,669.7775659082123,940.6625720439479,703.9959221612661,0.6949568795237688,0.9259314095935222,1.471264367816092,1.0,0.0,0.0,0.0
rare_r2_s16_summary.json,rare,2.0,16,exact_canvas_queue_wait,1.821166572614999,1.0377416867119833,1753.4686361151757,0.5698434057674693,695.0728950228088,940.5468630720861,705.4880874580703,0.6907188116596773,0.9208136036000306,1.4840579710144928,1.0,0.0,0.0,0.0
rare_r2_s16_summary.json,rare,2.0,16,exact_canvas_queue_bounded,1.818586497270614,1.0362715017327577,1996.0457780367178,0.6486762869874962,805.7228686765923,1132.6889665462631,469.2975667276187,0.7160002033181303,0.9558710229884559,1.4008207934336525,1.0,0.0,0.0,0.0
