cache_mode,schedule_mode,checkpoint_progress,checkpoint_index,block,inner_step,checkpoint_type,variant,removed_components,exact_intermediate,exact_final,checkpoint_bytes,full_checkpoint_bytes,export_to_cpu_ms,notes
none,threshold,0.0,0,0,0,block_boundary,full,,True,True,2464,2464,0.07305700273718685,
none,threshold,0.0,0,0,0,block_boundary,no_attention_mask,attention_mask,True,True,1240,2464,0.06409100024029613,
none,threshold,0.0,0,0,0,block_boundary,no_current_schedule,current_schedule,True,True,2464,2464,0.07899900083430111,
none,threshold,0.0,0,0,0,block_boundary,no_block_index,block_index,True,True,2456,2464,0.07060300413286313,
none,threshold,0.0,0,0,0,block_boundary,no_inner_step,inner_step,True,True,2456,2464,0.07238599937409163,
none,threshold,0.0,0,0,0,block_boundary,semantic_only,attention_mask;current_schedule;block_index;past_key_values;replace_position,True,True,1232,2464,0.0583200016990304,
none,threshold,0.008403361344537815,1,0,1,inner_step,full,,True,True,2720,2720,0.08372800220968202,
none,threshold,0.008403361344537815,1,0,1,inner_step,no_attention_mask,attention_mask,True,True,1496,2720,0.07225599983939901,
none,threshold,0.008403361344537815,1,0,1,inner_step,no_current_schedule,current_schedule,True,True,2464,2720,0.07138500222936273,
none,threshold,0.008403361344537815,1,0,1,inner_step,no_block_index,block_index,True,True,2712,2720,0.08439899829681963,
none,threshold,0.008403361344537815,1,0,1,inner_step,no_inner_step,inner_step,False,False,2712,2720,0.08525099838152528,resume error: ValueError: inner_step is not derivable from a threshold/dynamic canvas
none,threshold,0.008403361344537815,1,0,1,inner_step,semantic_only,attention_mask;current_schedule;block_index;past_key_values;replace_position,True,True,1232,2720,0.0486919961986132,
none,threshold,0.01680672268907563,2,0,2,inner_step,full,,True,True,2720,2720,0.08579100540373474,
none,threshold,0.01680672268907563,2,0,2,inner_step,no_attention_mask,attention_mask,True,True,1496,2720,0.07351900421781465,
none,threshold,0.01680672268907563,2,0,2,inner_step,no_current_schedule,current_schedule,True,True,2464,2720,0.07153500337153673,
none,threshold,0.01680672268907563,2,0,2,inner_step,no_block_index,block_index,True,True,2712,2720,0.0932059992919676,
none,threshold,0.01680672268907563,2,0,2,inner_step,no_inner_step,inner_step,False,False,2712,2720,0.08569099736632779,resume error: ValueError: inner_step is not derivable from a threshold/dynamic canvas
none,threshold,0.01680672268907563,2,0,2,inner_step,semantic_only,attention_mask;current_schedule;block_index;past_key_values;replace_position,True,True,1232,2720,0.04764900222653523,
none,threshold,0.025210084033613446,3,0,3,inner_step,full,,True,True,2720,2720,0.08388800051761791,
none,threshold,0.025210084033613446,3,0,3,inner_step,no_attention_mask,attention_mask,True,True,1496,2720,0.08074200013652444,
none,threshold,0.025210084033613446,3,0,3,inner_step,no_current_schedule,current_schedule,True,True,2464,2720,0.07355900015681982,
none,threshold,0.025210084033613446,3,0,3,inner_step,no_block_index,block_index,True,True,2712,2720,0.08566200267523527,
none,threshold,0.025210084033613446,3,0,3,inner_step,no_inner_step,inner_step,False,False,2712,2720,0.08515099762007594,resume error: ValueError: inner_step is not derivable from a threshold/dynamic canvas
none,threshold,0.025210084033613446,3,0,3,inner_step,semantic_only,attention_mask;current_schedule;block_index;past_key_values;replace_position,True,True,1232,2720,0.047649999032728374,
none,threshold,0.09243697478991597,11,0,11,inner_step,full,,True,True,2720,2720,0.0863029999891296,
none,threshold,0.09243697478991597,11,0,11,inner_step,no_attention_mask,attention_mask,True,True,1496,2720,0.07230600022012368,
none,threshold,0.09243697478991597,11,0,11,inner_step,no_current_schedule,current_schedule,True,True,2464,2720,0.07371899846475571,
none,threshold,0.09243697478991597,11,0,11,inner_step,no_block_index,block_index,True,True,2712,2720,0.08414799958700314,
none,threshold,0.09243697478991597,11,0,11,inner_step,no_inner_step,inner_step,False,False,2712,2720,0.08519000402884558,resume error: ValueError: inner_step is not derivable from a threshold/dynamic canvas
none,threshold,0.09243697478991597,11,0,11,inner_step,semantic_only,attention_mask;current_schedule;block_index;past_key_values;replace_position,True,True,1232,2720,0.04765999619849026,
none,threshold,0.23529411764705882,28,1,0,block_boundary,full,,True,True,2464,2464,0.07485099922632799,
none,threshold,0.23529411764705882,28,1,0,block_boundary,no_attention_mask,attention_mask,True,True,1240,2464,0.057197998103220016,
none,threshold,0.23529411764705882,28,1,0,block_boundary,no_current_schedule,current_schedule,True,True,2464,2464,0.07751600060146302,
none,threshold,0.23529411764705882,28,1,0,block_boundary,no_block_index,block_index,True,True,2456,2464,0.07113400351954624,
none,threshold,0.23529411764705882,28,1,0,block_boundary,no_inner_step,inner_step,True,True,2456,2464,0.07249700138345361,
none,threshold,0.23529411764705882,28,1,0,block_boundary,semantic_only,attention_mask;current_schedule;block_index;past_key_values;replace_position,True,True,1232,2464,0.05677800072589889,
none,threshold,0.24369747899159663,29,1,1,inner_step,full,,True,True,2720,2720,0.09340600081486627,
none,threshold,0.24369747899159663,29,1,1,inner_step,no_attention_mask,attention_mask,True,True,1496,2720,0.07318799907807261,
none,threshold,0.24369747899159663,29,1,1,inner_step,no_current_schedule,current_schedule,True,True,2464,2720,0.06936100544407964,
none,threshold,0.24369747899159663,29,1,1,inner_step,no_block_index,block_index,True,True,2712,2720,0.08260600588982925,
none,threshold,0.24369747899159663,29,1,1,inner_step,no_inner_step,inner_step,False,False,2712,2720,0.08529099432053044,resume error: ValueError: inner_step is not derivable from a threshold/dynamic canvas
none,threshold,0.24369747899159663,29,1,1,inner_step,semantic_only,attention_mask;current_schedule;block_index;past_key_values;replace_position,True,True,1232,2720,0.04749999789055437,
none,threshold,0.25210084033613445,30,1,2,inner_step,full,,True,True,2720,2720,0.08494000212522224,
none,threshold,0.25210084033613445,30,1,2,inner_step,no_attention_mask,attention_mask,True,True,1496,2720,0.07132500468287617,
none,threshold,0.25210084033613445,30,1,2,inner_step,no_current_schedule,current_schedule,True,True,2464,2720,0.07057299808366224,
none,threshold,0.25210084033613445,30,1,2,inner_step,no_block_index,block_index,True,True,2712,2720,0.08526100282324478,
none,threshold,0.25210084033613445,30,1,2,inner_step,no_inner_step,inner_step,False,False,2712,2720,0.08337799954460934,resume error: ValueError: inner_step is not derivable from a threshold/dynamic canvas
none,threshold,0.25210084033613445,30,1,2,inner_step,semantic_only,attention_mask;current_schedule;block_index;past_key_values;replace_position,True,True,1232,2720,0.04703800368588418,
none,threshold,0.2605042016806723,31,1,3,inner_step,full,,True,True,2720,2720,0.08773499575909227,
none,threshold,0.2605042016806723,31,1,3,inner_step,no_attention_mask,attention_mask,True,True,1496,2720,0.07083400123519823,
none,threshold,0.2605042016806723,31,1,3,inner_step,no_current_schedule,current_schedule,True,True,2464,2720,0.07950000144774094,
none,threshold,0.2605042016806723,31,1,3,inner_step,no_block_index,block_index,True,True,2712,2720,0.0837580009829253,
none,threshold,0.2605042016806723,31,1,3,inner_step,no_inner_step,inner_step,False,False,2712,2720,0.08890800381777808,resume error: ValueError: inner_step is not derivable from a threshold/dynamic canvas
none,threshold,0.2605042016806723,31,1,3,inner_step,semantic_only,attention_mask;current_schedule;block_index;past_key_values;replace_position,True,True,1232,2720,0.04731899389298633,
none,threshold,0.4957983193277311,59,2,0,block_boundary,full,,True,True,2464,2464,0.0764639989938587,
none,threshold,0.4957983193277311,59,2,0,block_boundary,no_attention_mask,attention_mask,True,True,1240,2464,0.05262900231173262,
none,threshold,0.4957983193277311,59,2,0,block_boundary,no_current_schedule,current_schedule,True,True,2464,2464,0.06978100282140076,
none,threshold,0.4957983193277311,59,2,0,block_boundary,no_block_index,block_index,True,True,2456,2464,0.07337900024140254,
none,threshold,0.4957983193277311,59,2,0,block_boundary,no_inner_step,inner_step,True,True,2456,2464,0.06905000191181898,
none,threshold,0.4957983193277311,59,2,0,block_boundary,semantic_only,attention_mask;current_schedule;block_index;past_key_values;replace_position,True,True,1232,2464,0.05225800123298541,
none,threshold,0.7478991596638656,89,2,30,inner_step,full,,True,True,2720,2720,0.09008000051835552,
none,threshold,0.7478991596638656,89,2,30,inner_step,no_attention_mask,attention_mask,True,True,1496,2720,0.06386000313796103,
none,threshold,0.7478991596638656,89,2,30,inner_step,no_current_schedule,current_schedule,True,True,2464,2720,0.06454099639086053,
none,threshold,0.7478991596638656,89,2,30,inner_step,no_block_index,block_index,True,True,2712,2720,0.07766699854983017,
none,threshold,0.7478991596638656,89,2,30,inner_step,no_inner_step,inner_step,False,False,2712,2720,0.07990100129973143,resume error: ValueError: inner_step is not derivable from a threshold/dynamic canvas
none,threshold,0.7478991596638656,89,2,30,inner_step,semantic_only,attention_mask;current_schedule;block_index;past_key_values;replace_position,True,True,1232,2720,0.04736999835586175,
none,threshold,0.9915966386554622,118,3,27,inner_step,full,,True,True,2720,2720,0.09085099736694247,
none,threshold,0.9915966386554622,118,3,27,inner_step,no_attention_mask,attention_mask,True,True,1496,2720,0.05855999916093424,
none,threshold,0.9915966386554622,118,3,27,inner_step,no_current_schedule,current_schedule,True,True,2464,2720,0.057908997405320406,
none,threshold,0.9915966386554622,118,3,27,inner_step,no_block_index,block_index,True,True,2712,2720,0.07054299931041896,
none,threshold,0.9915966386554622,118,3,27,inner_step,no_inner_step,inner_step,False,False,2712,2720,0.07193600322352722,resume error: ValueError: inner_step is not derivable from a threshold/dynamic canvas
none,threshold,0.9915966386554622,118,3,27,inner_step,semantic_only,attention_mask;current_schedule;block_index;past_key_values;replace_position,True,True,1232,2720,0.04684799932874739,
none,quota,0.0,0,0,0,block_boundary,full,,True,True,2464,2464,0.07955099863465875,
none,quota,0.0,0,0,0,block_boundary,no_attention_mask,attention_mask,True,True,1240,2464,0.05678700108546764,
none,quota,0.0,0,0,0,block_boundary,no_current_schedule,current_schedule,True,True,2464,2464,0.07147499854909256,
none,quota,0.0,0,0,0,block_boundary,no_block_index,block_index,True,True,2456,2464,0.07609400199726224,
none,quota,0.0,0,0,0,block_boundary,no_inner_step,inner_step,True,True,2456,2464,0.07393900159513578,
none,quota,0.0,0,0,0,block_boundary,semantic_only,attention_mask;current_schedule;block_index;past_key_values;replace_position;inner_step,True,True,1224,2464,0.06098599988035858,
none,quota,0.0078125,1,0,1,inner_step,full,,True,True,2720,2720,0.08626299677416682,
none,quota,0.0078125,1,0,1,inner_step,no_attention_mask,attention_mask,True,True,1496,2720,0.07525199907831848,
none,quota,0.0078125,1,0,1,inner_step,no_current_schedule,current_schedule,True,True,2464,2720,0.07595399802085012,
none,quota,0.0078125,1,0,1,inner_step,no_block_index,block_index,True,True,2712,2720,0.08937899838201702,
none,quota,0.0078125,1,0,1,inner_step,no_inner_step,inner_step,True,True,2712,2720,0.09139299800153822,
none,quota,0.0078125,1,0,1,inner_step,semantic_only,attention_mask;current_schedule;block_index;past_key_values;replace_position;inner_step,True,True,1224,2720,0.059090998547617346,
none,quota,0.015625,2,0,2,inner_step,full,,True,True,2720,2720,0.08451900066575035,
none,quota,0.015625,2,0,2,inner_step,no_attention_mask,attention_mask,True,True,1496,2720,0.0745310026104562,
none,quota,0.015625,2,0,2,inner_step,no_current_schedule,current_schedule,True,True,2464,2720,0.07218700193334371,
none,quota,0.015625,2,0,2,inner_step,no_block_index,block_index,True,True,2712,2720,0.09462900197831914,
none,quota,0.015625,2,0,2,inner_step,no_inner_step,inner_step,True,True,2712,2720,0.08466000144835562,
none,quota,0.015625,2,0,2,inner_step,semantic_only,attention_mask;current_schedule;block_index;past_key_values;replace_position;inner_step,True,True,1224,2720,0.057719000324141234,
none,quota,0.0234375,3,0,3,inner_step,full,,True,True,2720,2720,0.08388899732381105,
none,quota,0.0234375,3,0,3,inner_step,no_attention_mask,attention_mask,True,True,1496,2720,0.072667004133109,
none,quota,0.0234375,3,0,3,inner_step,no_current_schedule,current_schedule,True,True,2464,2720,0.07333800022024661,
none,quota,0.0234375,3,0,3,inner_step,no_block_index,block_index,True,True,2712,2720,0.08648399671074003,
none,quota,0.0234375,3,0,3,inner_step,no_inner_step,inner_step,True,True,2712,2720,0.09339600364910439,
none,quota,0.0234375,3,0,3,inner_step,semantic_only,attention_mask;current_schedule;block_index;past_key_values;replace_position;inner_step,True,True,1224,2720,0.06050500087440014,
none,quota,0.09375,12,0,12,inner_step,full,,True,True,2720,2720,0.0921340033528395,
none,quota,0.09375,12,0,12,inner_step,no_attention_mask,attention_mask,True,True,1496,2720,0.07284699677256867,
none,quota,0.09375,12,0,12,inner_step,no_current_schedule,current_schedule,True,True,2464,2720,0.07425999501720071,
none,quota,0.09375,12,0,12,inner_step,no_block_index,block_index,True,True,2712,2720,0.08531100320396945,
none,quota,0.09375,12,0,12,inner_step,no_inner_step,inner_step,True,True,2712,2720,0.08704399806447327,
none,quota,0.09375,12,0,12,inner_step,semantic_only,attention_mask;current_schedule;block_index;past_key_values;replace_position;inner_step,True,True,1224,2720,0.058871002693194896,
none,quota,0.25,32,1,0,block_boundary,full,,True,True,2464,2464,0.07412899867631495,
none,quota,0.25,32,1,0,block_boundary,no_attention_mask,attention_mask,True,True,1240,2464,0.056907003454398364,
none,quota,0.25,32,1,0,block_boundary,no_current_schedule,current_schedule,True,True,2464,2464,0.07058300252538174,
none,quota,0.25,32,1,0,block_boundary,no_block_index,block_index,True,True,2456,2464,0.07340799493249506,
none,quota,0.25,32,1,0,block_boundary,no_inner_step,inner_step,True,True,2456,2464,0.07100500079104677,
none,quota,0.25,32,1,0,block_boundary,semantic_only,attention_mask;current_schedule;block_index;past_key_values;replace_position;inner_step,True,True,1224,2464,0.05664700438501313,
none,quota,0.2578125,33,1,1,inner_step,full,,True,True,2720,2720,0.08713400166016072,
none,quota,0.2578125,33,1,1,inner_step,no_attention_mask,attention_mask,True,True,1496,2720,0.0703229961800389,
none,quota,0.2578125,33,1,1,inner_step,no_current_schedule,current_schedule,True,True,2464,2720,0.07257700053742155,
none,quota,0.2578125,33,1,1,inner_step,no_block_index,block_index,True,True,2712,2720,0.08500999683747068,
none,quota,0.2578125,33,1,1,inner_step,no_inner_step,inner_step,True,True,2712,2720,0.0829960044939071,
none,quota,0.2578125,33,1,1,inner_step,semantic_only,attention_mask;current_schedule;block_index;past_key_values;replace_position;inner_step,True,True,1224,2720,0.05680799949914217,
none,quota,0.265625,34,1,2,inner_step,full,,True,True,2720,2720,0.08678399899508804,
none,quota,0.265625,34,1,2,inner_step,no_attention_mask,attention_mask,True,True,1496,2720,0.07128500146791339,
none,quota,0.265625,34,1,2,inner_step,no_current_schedule,current_schedule,True,True,2464,2720,0.07134499901439995,
none,quota,0.265625,34,1,2,inner_step,no_block_index,block_index,True,True,2712,2720,0.0848299969220534,
none,quota,0.265625,34,1,2,inner_step,no_inner_step,inner_step,True,True,2712,2720,0.08478000381728634,
none,quota,0.265625,34,1,2,inner_step,semantic_only,attention_mask;current_schedule;block_index;past_key_values;replace_position;inner_step,True,True,1224,2720,0.057238001318182796,
none,quota,0.2734375,35,1,3,inner_step,full,,True,True,2720,2720,0.08705499931238592,
none,quota,0.2734375,35,1,3,inner_step,no_attention_mask,attention_mask,True,True,1496,2720,0.07080300565576181,
none,quota,0.2734375,35,1,3,inner_step,no_current_schedule,current_schedule,True,True,2464,2720,0.07236700184876099,
none,quota,0.2734375,35,1,3,inner_step,no_block_index,block_index,True,True,2712,2720,0.08395899931201711,
none,quota,0.2734375,35,1,3,inner_step,no_inner_step,inner_step,True,True,2712,2720,0.08490999607602134,
none,quota,0.2734375,35,1,3,inner_step,semantic_only,attention_mask;current_schedule;block_index;past_key_values;replace_position;inner_step,True,True,1224,2720,0.056796998251229525,
none,quota,0.5,64,2,0,block_boundary,full,,True,True,2464,2464,0.06845000461908057,
none,quota,0.5,64,2,0,block_boundary,no_attention_mask,attention_mask,True,True,1240,2464,0.053591000323649496,
none,quota,0.5,64,2,0,block_boundary,no_current_schedule,current_schedule,True,True,2464,2464,0.06661599763901904,
none,quota,0.5,64,2,0,block_boundary,no_block_index,block_index,True,True,2456,2464,0.06849000055808574,
none,quota,0.5,64,2,0,block_boundary,no_inner_step,inner_step,True,True,2456,2464,0.06642600055783987,
none,quota,0.5,64,2,0,block_boundary,semantic_only,attention_mask;current_schedule;block_index;past_key_values;replace_position;inner_step,True,True,1224,2464,0.0557550010853447,
none,quota,0.75,96,3,0,block_boundary,full,,True,True,2464,2464,0.07569199806312099,
none,quota,0.75,96,3,0,block_boundary,no_attention_mask,attention_mask,True,True,1240,2464,0.04942399391438812,
none,quota,0.75,96,3,0,block_boundary,no_current_schedule,current_schedule,True,True,2464,2464,0.06513300468213856,
none,quota,0.75,96,3,0,block_boundary,no_block_index,block_index,True,True,2456,2464,0.0635899996268563,
none,quota,0.75,96,3,0,block_boundary,no_inner_step,inner_step,True,True,2456,2464,0.065614003688097,
none,quota,0.75,96,3,0,block_boundary,semantic_only,attention_mask;current_schedule;block_index;past_key_values;replace_position;inner_step,True,True,1224,2464,0.048973000957630575,
none,quota,0.9921875,127,3,31,inner_step,full,,True,True,2720,2720,0.08891800098353997,
none,quota,0.9921875,127,3,31,inner_step,no_attention_mask,attention_mask,True,True,1496,2720,0.05791000148747116,
none,quota,0.9921875,127,3,31,inner_step,no_current_schedule,current_schedule,True,True,2464,2720,0.058429999626241624,
none,quota,0.9921875,127,3,31,inner_step,no_block_index,block_index,True,True,2712,2720,0.07051300053717569,
none,quota,0.9921875,127,3,31,inner_step,no_inner_step,inner_step,True,True,2712,2720,0.07218700193334371,
none,quota,0.9921875,127,3,31,inner_step,semantic_only,attention_mask;current_schedule;block_index;past_key_values;replace_position;inner_step,True,True,1224,2720,0.04353200347395614,
prefix,threshold,0.0,0,0,0,block_boundary,full,,True,True,2464,2464,0.07774699770379812,
prefix,threshold,0.0,0,0,0,block_boundary,no_attention_mask,attention_mask,True,True,1240,2464,0.05512400093721226,
prefix,threshold,0.0,0,0,0,block_boundary,no_current_schedule,current_schedule,True,True,2464,2464,0.07554299372714013,
prefix,threshold,0.0,0,0,0,block_boundary,no_block_index,block_index,True,True,2456,2464,0.07516199548263103,
prefix,threshold,0.0,0,0,0,block_boundary,no_inner_step,inner_step,True,True,2456,2464,0.07465100497938693,
prefix,threshold,0.0,0,0,0,block_boundary,no_cache_state,past_key_values,True,True,2464,2464,0.06795799708925188,
prefix,threshold,0.0,0,0,0,block_boundary,semantic_only,attention_mask;current_schedule;block_index;past_key_values;replace_position,True,True,1232,2464,0.059942998632323,
prefix,threshold,0.00847457627118644,1,0,1,inner_step,full,,True,True,13109920,13109920,12.076665996573865,
prefix,threshold,0.00847457627118644,1,0,1,inner_step,no_attention_mask,attention_mask,True,True,13108696,13109920,12.151748000178486,
prefix,threshold,0.00847457627118644,1,0,1,inner_step,no_current_schedule,current_schedule,True,True,13109664,13109920,4.304656002204865,
prefix,threshold,0.00847457627118644,1,0,1,inner_step,no_block_index,block_index,True,True,13109912,13109920,4.077436002262402,
prefix,threshold,0.00847457627118644,1,0,1,inner_step,no_inner_step,inner_step,False,False,13109912,13109920,4.066045003128238,resume error: ValueError: inner_step is not derivable from a threshold/dynamic canvas
prefix,threshold,0.00847457627118644,1,0,1,inner_step,no_cache_state,past_key_values,True,True,2720,13109920,2.98105800175108,
prefix,threshold,0.00847457627118644,1,0,1,inner_step,semantic_only,attention_mask;current_schedule;block_index;past_key_values;replace_position,True,True,1232,13109920,0.05955300002824515,
prefix,threshold,0.01694915254237288,2,0,2,inner_step,full,,True,True,13109920,13109920,5.22368100064341,
prefix,threshold,0.01694915254237288,2,0,2,inner_step,no_attention_mask,attention_mask,True,True,13108696,13109920,7.673865999095142,
prefix,threshold,0.01694915254237288,2,0,2,inner_step,no_current_schedule,current_schedule,True,True,13109664,13109920,6.2046520033618435,
prefix,threshold,0.01694915254237288,2,0,2,inner_step,no_block_index,block_index,True,True,13109912,13109920,4.608007999195252,
prefix,threshold,0.01694915254237288,2,0,2,inner_step,no_inner_step,inner_step,False,False,13109912,13109920,4.287103001843207,resume error: ValueError: inner_step is not derivable from a threshold/dynamic canvas
prefix,threshold,0.01694915254237288,2,0,2,inner_step,no_cache_state,past_key_values,True,True,2720,13109920,1.532171998405829,
prefix,threshold,0.01694915254237288,2,0,2,inner_step,semantic_only,attention_mask;current_schedule;block_index;past_key_values;replace_position,True,True,1232,13109920,0.0587009999435395,
prefix,threshold,0.025423728813559324,3,0,3,inner_step,full,,True,True,13109920,13109920,9.247545996913686,
prefix,threshold,0.025423728813559324,3,0,3,inner_step,no_attention_mask,attention_mask,True,True,13108696,13109920,14.379432999703567,
prefix,threshold,0.025423728813559324,3,0,3,inner_step,no_current_schedule,current_schedule,True,True,13109664,13109920,5.275067000184208,
prefix,threshold,0.025423728813559324,3,0,3,inner_step,no_block_index,block_index,True,True,13109912,13109920,4.282533998775762,
prefix,threshold,0.025423728813559324,3,0,3,inner_step,no_inner_step,inner_step,False,False,13109912,13109920,4.220066002744716,resume error: ValueError: inner_step is not derivable from a threshold/dynamic canvas
prefix,threshold,0.025423728813559324,3,0,3,inner_step,no_cache_state,past_key_values,True,True,2720,13109920,0.1266799954464659,
prefix,threshold,0.025423728813559324,3,0,3,inner_step,semantic_only,attention_mask;current_schedule;block_index;past_key_values;replace_position,True,True,1232,13109920,0.06330999894998968,
prefix,threshold,0.09322033898305085,11,0,11,inner_step,full,,True,True,13109920,13109920,4.168078005022835,
prefix,threshold,0.09322033898305085,11,0,11,inner_step,no_attention_mask,attention_mask,True,True,13108696,13109920,5.384645002777688,
prefix,threshold,0.09322033898305085,11,0,11,inner_step,no_current_schedule,current_schedule,True,True,13109664,13109920,4.238410001562443,
prefix,threshold,0.09322033898305085,11,0,11,inner_step,no_block_index,block_index,True,True,13109912,13109920,4.2459950054762885,
prefix,threshold,0.09322033898305085,11,0,11,inner_step,no_inner_step,inner_step,False,False,13109912,13109920,4.199807000986766,resume error: ValueError: inner_step is not derivable from a threshold/dynamic canvas
prefix,threshold,0.09322033898305085,11,0,11,inner_step,no_cache_state,past_key_values,True,True,2720,13109920,0.11770200217142701,
