batch_size,end_ms,latency_ms,memory_mb,oom,operation_index,phase,policy,request_ids,start_ms
4,25938.49833323577,110.4224417504156,467.0625,False,439,warmup,current_memory_admission,"36,37,38,39",25828.075891485354
4,25992.30233489382,53.804001658047525,46.439453125,False,440,refine,current_memory_admission,"36,37,38,39",25938.49833323577
4,26046.106336551868,53.804001658047525,46.439453125,False,441,refine,current_memory_admission,"36,37,38,39",25992.30233489382
4,26099.910338209917,53.804001658047525,46.439453125,False,442,refine,current_memory_admission,"36,37,38,39",26046.106336551868
4,26153.714339867965,53.804001658047525,46.439453125,False,443,refine,current_memory_admission,"36,37,38,39",26099.910338209917
4,26207.518341526014,53.804001658047525,46.439453125,False,444,refine,current_memory_admission,"36,37,38,39",26153.714339867965
4,26261.322343184063,53.804001658047525,46.439453125,False,445,refine,current_memory_admission,"36,37,38,39",26207.518341526014
4,26315.126344842112,53.804001658047525,46.439453125,False,446,refine,current_memory_admission,"36,37,38,39",26261.322343184063
4,26368.93034650016,53.804001658047525,46.439453125,False,447,refine,current_memory_admission,"36,37,38,39",26315.126344842112
4,26422.73434815821,53.804001658047525,46.439453125,False,448,refine,current_memory_admission,"36,37,38,39",26368.93034650016
4,26476.53834981626,53.804001658047525,46.439453125,False,449,refine,current_memory_admission,"36,37,38,39",26422.73434815821
4,26586.960791566675,110.4224417504156,467.0625,False,450,warmup,current_memory_admission,"40,41,42,43",26476.53834981626
4,26640.764793224724,53.804001658047525,46.439453125,False,451,refine,current_memory_admission,"40,41,42,43",26586.960791566675
4,26694.568794882773,53.804001658047525,46.439453125,False,452,refine,current_memory_admission,"40,41,42,43",26640.764793224724
4,26748.37279654082,53.804001658047525,46.439453125,False,453,refine,current_memory_admission,"40,41,42,43",26694.568794882773
4,26802.17679819887,53.804001658047525,46.439453125,False,454,refine,current_memory_admission,"40,41,42,43",26748.37279654082
4,26855.98079985692,53.804001658047525,46.439453125,False,455,refine,current_memory_admission,"40,41,42,43",26802.17679819887
4,26909.78480151497,53.804001658047525,46.439453125,False,456,refine,current_memory_admission,"40,41,42,43",26855.98079985692
4,26963.588803173017,53.804001658047525,46.439453125,False,457,refine,current_memory_admission,"40,41,42,43",26909.78480151497
4,27017.392804831066,53.804001658047525,46.439453125,False,458,refine,current_memory_admission,"40,41,42,43",26963.588803173017
4,27071.196806489115,53.804001658047525,46.439453125,False,459,refine,current_memory_admission,"40,41,42,43",27017.392804831066
4,27125.000808147164,53.804001658047525,46.439453125,False,460,refine,current_memory_admission,"40,41,42,43",27071.196806489115
4,27178.804809805213,53.804001658047525,46.439453125,False,461,refine,current_memory_admission,"40,41,42,43",27125.000808147164
4,27289.22725155563,110.4224417504156,467.0625,False,462,warmup,current_memory_admission,"44,45,46,47",27178.804809805213
