action_ready_ms,bind_elapsed_ms,bind_fraction,bind_success,inflight_binding_upper_bound_ms,no_bind_elapsed_ms,request_index,restart_success,restart_with_result_ms,saved_ms,sequential_restart_path_ms,speedup,tool_latency_ms
507.3466407135129,1693.670630978886,0.25,False,1693.670630978886,1691.155469045043,8,True,2222.6113289943896,1536.2873387290165,3229.9579697079025,1.9070756206247095,500.0
507.3466407135129,1691.7647009831853,0.5,False,1691.7647009831853,1691.155469045043,8,True,2222.6113289943896,1138.1932687247172,2829.9579697079025,1.6727846183711277,100.0
507.3466407135129,1691.7647009831853,0.5,False,1691.7647009831853,1691.155469045043,8,True,2222.6113289943896,1338.1932687247172,3029.9579697079025,1.7910043683657741,300.0
507.3466407135129,1691.7647009831853,0.5,False,1691.7647009831853,1691.155469045043,8,True,2222.6113289943896,1538.1932687247172,3229.9579697079025,1.9092241183604206,500.0
507.3466407135129,1692.1872689854354,0.75,False,1692.1872689854354,1691.155469045043,8,True,2222.6113289943896,1137.7707007224672,2829.9579697079025,1.6723668955414295,100.0
507.3466407135129,1692.1872689854354,0.75,False,1692.1872689854354,1691.155469045043,8,True,2222.6113289943896,1337.7707007224672,3029.9579697079025,1.7905571240495968,300.0
507.3466407135129,1692.1872689854354,0.75,False,1692.1872689854354,1691.155469045043,8,True,2222.6113289943896,1537.7707007224672,3229.9579697079025,1.9087473525577638,500.0
424.3151813958927,1528.3044169773348,0.25,False,1528.3044169773348,1527.5346530252136,9,True,2759.839523001574,1755.8502874201322,3284.154704397467,2.1488877921931517,100.0
424.3151813958927,1528.3044169773348,0.25,False,1528.3044169773348,1527.5346530252136,9,True,2759.839523001574,1955.8502874201322,3484.154704397467,2.2797517730717507,300.0
424.3151813958927,1528.3044169773348,0.25,False,1528.3044169773348,1527.5346530252136,9,True,2759.839523001574,2155.850287420132,3684.154704397467,2.410615753950349,500.0
424.3151813958927,1527.557174966205,0.5,False,1527.557174966205,1527.5346530252136,9,True,2759.839523001574,1756.597529431262,3284.154704397467,2.1499389732957948,100.0
424.3151813958927,1527.557174966205,0.5,False,1527.557174966205,1527.5346530252136,9,True,2759.839523001574,1956.597529431262,3484.154704397467,2.28086696949628,300.0
424.3151813958927,1527.557174966205,0.5,False,1527.557174966205,1527.5346530252136,9,True,2759.839523001574,2156.597529431262,3684.154704397467,2.411794965696766,500.0
424.3151813958927,1528.0674289679155,0.75,False,1528.0674289679155,1527.5346530252136,9,True,2759.839523001574,1756.0872754295515,3284.154704397467,2.149221063245648,100.0
424.3151813958927,1528.0674289679155,0.75,False,1528.0674289679155,1527.5346530252136,9,True,2759.839523001574,1956.0872754295515,3484.154704397467,2.2801053398217697,300.0
424.3151813958927,1528.0674289679155,0.75,False,1528.0674289679155,1527.5346530252136,9,True,2759.839523001574,2156.0872754295515,3684.154704397467,2.4109896163978917,500.0
